station_id,station_name,district,address,lat,lng,tot_quantity,sbi_quantity,bemp,act,data_time,yb2_quantity,eyb_quantity
500201001,YouBike2.0_下庄市場,八里區,舊城路21號(前),25.14678,121.3999,20,1,17,1,2026-04-28 14:23:02,0,1
500201002,YouBike2.0_八里行政中心,八里區,十三行路(靠中山路二段路口西南側人行道),25.15397,121.40721,20,8,12,1,2026-04-28 13:44:02,7,1
500201003,YouBike2.0_八里中庄市場綜合大樓,八里區,中山路一段268巷2號(對面汽車停車場),25.15993,121.41407,28,12,16,1,2026-04-28 13:14:03,9,3
500201004,YouBike2.0_大崁國小,八里區,忠八街2號(前),25.16064,121.41938,20,8,11,1,2026-04-28 14:18:02,6,2
500201006,YouBike2.0_龍形停車場,八里區,龍米路一段318號(對面停車場),25.13041,121.4513,40,6,34,1,2026-04-28 14:21:03,5,1
500201007,YouBike2.0_十三行博物館,八里區,博物館路183號(對面),25.157,121.406,46,5,40,1,2026-04-28 14:27:02,5,0
500201008,YouBike2.0_八里區民活動中心,八里區,中山路二段356巷12號(旁),25.14933,121.40126,14,6,7,1,2026-04-28 13:14:03,3,3
500201009,YouBike2.0_挖仔尾自然生態保留區,八里區,博物館路/挖仔尾街口(西側),25.16419,121.41586,15,5,10,1,2026-04-28 13:57:02,5,0
500201010,YouBike2.0_文昌公園,八里區,中山路二段/文昌路(東側),25.15709,121.41033,15,1,13,1,2026-04-28 13:52:17,1,0
500201011,YouBike2.0_八里國小,八里區,中山路二段251號(對面),25.14896,121.4026,15,1,12,1,2026-04-28 13:26:20,1,0
500201012,YouBike2.0_八里文化公園(棒球場),八里區,忠孝路與挖仔街口(棒球場公園入口),25.16359,121.41251,60,5,53,1,2026-04-28 14:22:03,5,0
500201013,YouBike2.0_水興公,八里區,觀海大道/忠四街(北側),25.16208,121.42509,15,14,1,1,2026-04-28 14:29:19,13,1
500201014,YouBike2.0_片仔溝公園,八里區,中華路二段210號旁,25.15020,121.40581,20,3,17,1,2026-04-28 14:22:03,2,1
500201015,YouBike2.0_八里福朋喜來登酒店,八里區,觀海大道8號,25.15922,121.42945,30,7,23,1,2026-04-28 14:24:04,0,7
500201016,YouBike2.0_訊塘社區公園,八里區,商港路/中山路二段口(東北側),25.14550,121.39609,13,6,7,1,2026-04-28 13:00:04,6,0
500201017,YouBike2.0_商港公園(商港八商港一路口),八里區,商港八路/商港一路口,25.15039,121.40026,15,12,3,1,2026-04-28 13:41:02,11,1
500201018,YouBike2.0_商港公園(商港七商港一路口),八里區,商港七路/商港一路口,25.14916,121.39841,15,7,8,1,2026-04-28 11:51:03,6,1
500201019,YouBike2.0_渡船頭平面停車場,八里區,渡船頭路/龍米路二段口(西北側),25.15687,121.43527,33,12,21,1,2026-04-28 14:12:03,7,5
500201020,YouBike2.0_訊塘廣場(義民中華路口),八里區,義民街/中華路三段口,25.14256,121.39564,21,5,16,1,2026-04-28 11:54:02,5,0
500201021,YouBike2.0_八里停五平面停車場,八里區,賢三街/大崁二街口(西南側),25.15779,121.41758,30,8,22,1,2026-04-28 14:07:04,8,0
500201022,YouBike2.0_頂罟公園,八里區,商港一路/商港九路(南側),25.15330,121.40413,15,4,10,1,2026-04-28 13:37:04,4,0
500201023,YouBike2.0_狀元公園,八里區,狀元路/文昌五街(西北側),25.15450,121.41036,20,9,11,1,2026-04-28 14:08:02,9,0
500201024,YouBike2.0_商港三頂罟二路口,八里區,商港三路101號(西北側),25.15333,121.40168,25,17,8,1,2026-04-28 13:17:04,11,6
500201025,YouBike2.0_商港六商港三路口,八里區,商港六路/商港三路(西北側),25.14968,121.39589,15,8,6,1,2026-04-28 12:25:04,6,2
500201026,YouBike2.0_訊庄埔公園,八里區,訊塘二路/添丁街(西北側),25.14244,121.39222,15,2,13,1,2026-04-28 13:54:04,1,1
500201027,YouBike2.0_八里左岸自行車道(4.4K福德宮),八里區,龍米路二段86-9號(自行車道旁),25.14315,121.44789,15,6,8,1,2026-04-28 14:28:03,3,3
500201028,YouBike2.0_中山賢一街口,八里區,中山路一段25號,25.15916,121.42144,17,6,11,1,2026-04-28 13:29:02,4,2
500201029,YouBike2.0_商港一十三行路口,八里區,商港一路/十三行路口(南側),25.15483,121.40558,30,4,26,1,2026-04-28 13:51:03,3,1
500201030,YouBike2.0_龍米路二段205巷口,八里區,龍米路二段228-3號,25.15850,121.43231,22,7,15,1,2026-04-28 14:21:03,3,4
500202001,YouBike2.0_淺水灣,三芝區,北勢子42-11號西側,25.25232,121.47131,48,9,39,1,2026-04-28 14:20:04,9,0
500202002,YouBike2.0_三芝國中,三芝區,淡金路一段38號,25.25898,121.50182,14,14,0,1,2026-04-28 13:47:17,10,4
500202003,YouBike2.0_櫻花水車公園,三芝區,埔頭里埔頭11-5號南側,25.25119,121.50125,15,1,14,1,2026-04-28 13:38:02,1,0
500202004,YouBike2.0_三芝兒一公園,三芝區,長安街79號西側,25.25719,121.4994,15,7,8,1,2026-04-28 14:20:04,3,4
500202005,YouBike2.0_三芝區公所,三芝區,中山路一段32號,25.25788,121.50082,15,13,2,1,2026-04-28 14:20:04,6,7
500202006,YouBike2.0_馬偕醫學大學(第二教研大樓),三芝區,中正路三段46號(第二教研大樓),25.25303,121.49559,26,14,12,1,2026-04-28 10:39:02,7,7
500202007,YouBike2.0_馬偕醫學大學(圓環),三芝區,中正路三段46號,25.25438,121.49571,20,9,11,1,2026-04-28 14:11:03,0,9
500202008,YouBike2.0_三芝兒三公園(三民街),三芝區,三民街41號(對側),25.25874,121.50499,17,2,15,1,2026-04-28 12:30:04,0,2
500202009,YouBike2.0_三生步道,三芝區,三生步道(西側),25.26815,121.51005,20,2,18,1,2026-04-28 13:07:02,2,0
500203001,YouBike2.0_重新重安街口,三重區,重安街1號(旁),25.05844,121.48975,35,19,13,1,2026-04-28 14:28:03,16,3
500203002,YouBike2.0_三重高中,三重區,集美街225號(對面),25.05478,121.49171,48,16,31,1,2026-04-28 14:16:03,13,3
500203003,YouBike2.0_三重國民運動中心,三重區,集美街55號(對面),25.05439,121.48849,38,5,33,1,2026-04-28 14:27:02,5,0
500203004,YouBike2.0_捷運三重站(1號出口),三重區,捷運路36號(旁),25.05464,121.48322,61,15,45,1,2026-04-28 14:26:03,11,4
500203005,YouBike2.0_中興橋(環河南路254巷口),三重區,環河南路253號(對面),25.05052,121.49138,26,1,25,1,2026-04-28 14:12:03,1,0
500203006,YouBike2.0_疏洪東竹圍仔街口,三重區,疏洪東路一段38號(前),25.04861,121.4864,25,4,21,1,2026-04-28 14:17:03,3,1
500203007,YouBike2.0_環河福德南路口,三重區,福德南路71號(對面),25.06029,121.50217,28,0,28,1,2026-04-28 14:06:16,0,0
500203008,YouBike2.0_光興國小,三重區,光興街23號(對面),25.06027,121.49978,30,0,30,1,2026-04-28 14:12:17,0,0
500203009,YouBike2.0_三光國小(金滿意),三重區,大同南路157號(前),25.05596,121.49687,45,6,39,1,2026-04-28 14:27:02,6,0
500203010,YouBike2.0_聯邦公園,三重區,三民路/中華路口(東南側),25.06445,121.48371,54,1,53,1,2026-04-28 14:27:18,1,0
500203011,YouBike2.0_興華公園,三重區,中華路5號(前),25.06013,121.4831,45,0,45,0,2026-04-10 00:24:16,0,0
500203012,YouBike2.0_文中小停車場,三重區,名源街54號(對面),25.05899,121.48255,44,8,36,1,2026-04-28 14:26:03,7,1
500203013,YouBike2.0_三重行政中心,三重區,新北大道一段5巷2弄/過圳街31巷(西南側),25.06057,121.48823,59,38,20,1,2026-04-28 14:29:04,33,5
500203014,YouBike2.0_捷運菜寮站(3號出口),三重區,重新路三段67號(旁),25.06047,121.4922,60,24,25,1,2026-04-28 14:29:04,24,0
500203015,YouBike2.0_三重綜合體育館,三重區,中正北路/中正北路25巷(南側),25.06145,121.49193,52,25,25,1,2026-04-28 14:20:04,22,3
500203016,YouBike2.0_三重商工(後竹圍街),三重區,中正北路165巷53號(後竹圍街路側停車格),25.07031,121.47976,30,5,25,1,2026-04-28 14:18:02,5,0
500203017,YouBike2.0_力行大勇街口,三重區,力行路一段188巷/國道路一段70巷(東南側),25.07193,121.48151,33,1,32,1,2026-04-28 14:14:04,0,1
500203018,YouBike2.0_後竹圍市民活動中心,三重區,後竹圍街175巷22號(對面),25.07246,121.48576,45,0,45,1,2026-04-28 14:01:18,0,0
500203019,YouBike2.0_和平公園,三重區,忠孝路二段2-1號(旁),25.07088,121.48571,20,3,17,1,2026-04-28 14:26:03,3,0
500203020,YouBike2.0_六合公園,三重區,自強路二段74巷91號(對面),25.0695,121.48759,44,5,39,1,2026-04-28 14:23:02,4,1
500203021,YouBike2.0_三張公園,三重區,自強路二段47巷57號(對面),25.07051,121.49094,45,10,35,1,2026-04-28 14:11:03,9,1
500203022,YouBike2.0_厚德公園,三重區,忠孝路一段37號(前),25.07199,121.4912,41,0,41,1,2026-04-28 14:11:17,0,0
500203023,YouBike2.0_修德國小,三重區,重陽路三段3號(民生街側),25.0653,121.49045,34,7,27,1,2026-04-28 14:11:03,7,0
500203024,YouBike2.0_明志國中,三重區,中正北路107號(旁),25.06340,121.48898,57,16,40,1,2026-04-28 14:25:02,14,2
500203025,YouBike2.0_龍門龍濱路口,三重區,龍濱路196號(對面),25.07348,121.50098,30,0,30,0,2026-04-07 00:31:16,0,0
500203026,YouBike2.0_三德公園,三重區,龍門路274巷35號(對面),25.075005324200696,121.50076924045402,36,1,34,1,2026-04-28 14:20:21,0,1
500203027,YouBike2.0_開元市民活動中心,三重區,開元街58號/長元街65巷16弄對面,25.06607,121.50356,36,3,32,1,2026-04-28 14:24:04,2,1
500203028,YouBike2.0_信義公園,三重區,信義西街18號對面人行道,25.0648,121.49875,32,15,16,1,2026-04-28 14:29:04,13,2
500203029,YouBike2.0_集成成功路口,三重區,集成路2號至8號前人行道,25.05154,121.48821,35,3,32,1,2026-04-28 14:26:03,3,0
500203030,YouBike2.0_翔譽雙子星,三重區,三重區中正南路251號(右側人行道),25.05364,121.49292,36,2,34,1,2026-04-28 14:11:03,1,1
500203031,YouBike2.0_穀保家商,三重區,疏洪東路三段/中正北路560巷口,25.0681,121.47103,33,24,9,1,2026-04-28 14:18:02,22,2
500203032,YouBike2.0_正義公園,三重區,文化北路101號至119號對面,25.06855,121.49782,48,13,34,1,2026-04-28 14:28:03,8,5
500203033,YouBike2.0_大智公園,三重區,大同北路56號(對面),25.06361,121.49445,30,5,23,1,2026-04-28 14:02:02,5,0
500203034,YouBike2.0_捷運三重國小站,三重區,仁愛街/三和路3段11巷,25.07042,121.49713,52,18,20,1,2026-04-28 14:27:02,15,3
500203035,YouBike2.0_碧華公園,三重區,溪尾街303號(對面公園),25.08374,121.48749,36,7,29,1,2026-04-28 14:18:02,3,4
500203036,YouBike2.0_三重永豐公園,三重區,永福街197巷6之1號,25.07463,121.47816,31,1,29,1,2026-04-28 14:23:02,1,0
500203037,YouBike2.0_先嗇宮,三重區,五谷王北街77號(後方停車場旁人行道),25.05119,121.47601,30,1,29,1,2026-04-28 14:04:04,1,0
500203038,YouBike2.0_中興北街42巷17弄,三重區,中興北街42巷17弄8號旁,25.05006,121.46892,28,8,15,1,2026-04-28 14:23:02,4,4
500203039,YouBike2.0_慈愛公園,三重區,仁愛街584號旁公園人行道,25.08119,121.48461,23,1,22,1,2026-04-28 14:26:03,0,1
500203040,YouBike2.0_進安公園,三重區,仁義街258號至290號,25.08603,121.49377,33,6,27,1,2026-04-28 14:22:03,5,1
500203041,YouBike2.0_三重五常公園,三重區,五華街7巷59號(旁),25.08065,121.49615,32,2,27,1,2026-04-28 14:12:03,1,1
500203042,YouBike2.0_五福里(五華街),三重區,五華街66號(對面),25.08173,121.4939,39,2,37,1,2026-04-28 14:20:04,1,1
500203043,YouBike2.0_碧華公園(集勇街),三重區,仁安街2號(對面),25.08415,121.48554,45,1,44,1,2026-04-28 14:20:21,1,0
500203044,YouBike2.0_新北高中,三重區,三信路1號(旁),25.08723,121.48953,88,59,28,1,2026-04-28 14:28:03,55,4
500203045,YouBike2.0_三重商工,三重區,中正北路163號(旁),25.06868,121.48071,77,62,13,1,2026-04-28 14:24:04,53,9
500203046,YouBike2.0_二重國中,三重區,忠孝路三段75巷11號(對面),25.06596,121.48047,38,1,37,1,2026-04-28 14:29:04,0,1
500203047,YouBike2.0_自強溪尾街口,三重區,自強路四段55號(旁),25.07822,121.49016,52,3,49,1,2026-04-28 14:09:03,1,2
500203048,YouBike2.0_捷運三和國中站(1號出口),三重區,三和路四段216號(旁),25.07588,121.4878,95,51,42,1,2026-04-28 14:29:04,49,2
500203049,YouBike2.0_永盛公園,三重區,車路頭街/車路頭街139巷(東南側),25.07613,121.4843,45,21,24,1,2026-04-28 14:28:03,18,3
500203050,YouBike2.0_捷運先嗇宮站(2號出口),三重區,重新路五段555號(對面),25.04607,121.47099,64,2,61,1,2026-04-28 14:25:02,1,1
500203051,YouBike2.0_藍天大樓,三重區,興德路129號(前),25.0531,121.47017,30,16,13,1,2026-04-28 14:26:03,16,0
500203052,YouBike2.0_中興北街175巷口,三重區,中興北街175巷8號(對面),25.05595,121.46960,36,24,12,1,2026-04-28 14:29:04,24,0
500203053,YouBike2.0_同安公園,三重區,正義南路165號(對面),25.05732,121.49907,38,1,37,1,2026-04-28 14:24:20,1,0
500203054,YouBike2.0_東海高中,三重區,忠孝路三段89號(旁),25.06484,121.47942,31,14,16,1,2026-04-28 14:25:02,14,0
500203055,YouBike2.0_二重國小,三重區,頂崁街/忠孝路三段96巷(東北側),25.06598,121.47766,43,8,35,1,2026-04-28 14:29:04,8,0
500203056,YouBike2.0_新北市立圖書館三重分館,三重區,自強路一段158號(旁),25.0661,121.49553,45,9,36,1,2026-04-28 14:25:02,4,5
500203057,YouBike2.0_龍門公園,三重區,公園街45號(對面),25.07482,121.49848,48,8,40,1,2026-04-28 14:16:03,6,2
500203058,YouBike2.0_永福國小,三重區,永福街79號(對面),25.07771,121.48032,33,2,31,1,2026-04-28 14:21:03,1,1
500203059,YouBike2.0_太陽公園,三重區,集英路67號(對面),25.08645,121.4856,44,3,41,1,2026-04-28 14:20:04,3,0
500203060,YouBike2.0_捷運三重站(3號出口),三重區,捷運路/捷運路37巷,25.05588,121.48474,33,16,17,1,2026-04-28 14:29:04,14,2
500203061,YouBike2.0_仁愛街112巷,三重區,仁愛街112巷7號(對面),25.07486,121.49488,26,4,21,1,2026-04-28 14:28:03,4,0
500203062,YouBike2.0_頂崁公園,三重區,頂文一街頂文二街口(東南側公園人行道),25.05493,121.4756,24,5,19,1,2026-04-28 14:27:02,4,1
500203063,YouBike2.0_重陽國小,三重區,力行路一段38巷/中正北路口,25.06620,121.48488,61,3,58,1,2026-04-28 14:27:02,3,0
500203064,YouBike2.0_力行地下停車場,三重區,永福街10巷8號(旁),25.07787,121.48287,20,1,19,1,2026-04-28 13:59:03,1,0
500203065,YouBike2.0_三重親水公園,三重區,環河北路三段/吉祥街(東南側),25.09114,121.49039,18,2,16,1,2026-04-28 14:28:03,2,0
500203066,YouBike2.0_中正北路193巷(愛買三重店),三重區,中正北路193巷45號,25.07136,121.47599,37,10,26,1,2026-04-28 14:20:04,8,2
500203067,YouBike2.0_三重商工地下停車場,三重區,力行路一段183號(對面),25.06966,121.48352,64,12,52,1,2026-04-28 14:20:04,11,1
500203068,YouBike2.0_三重棒球場,三重區,新北大道一段157號(對面),25.0613,121.4815,25,4,21,1,2026-04-28 14:29:04,4,0
500203069,YouBike2.0_溪尾街196巷/仁美街口,三重區,溪尾街196巷38號(旁),25.0802,121.48587,18,1,17,1,2026-04-28 14:21:19,1,0
500203070,YouBike2.0_六張公園,三重區,民生東街/安慶街149巷(西北側),25.06966,121.49405,42,22,20,1,2026-04-28 14:24:04,20,2
500203071,YouBike2.0_自然公園,三重區,集賢路158號(旁),25.08984,121.48799,36,10,25,1,2026-04-28 13:32:03,2,8
500203072,YouBike2.0_仁美街/三和路四段145巷口,三重區,三和路四段145巷81號,25.07872,121.48636,12,1,11,1,2026-04-28 14:29:04,1,0
500203073,YouBike2.0_光明市場,三重區,光明路67-1號南側,25.05734,121.49181,27,14,13,1,2026-04-28 14:20:04,13,1
500203074,YouBike2.0_元富一街/仁義街79巷口,三重區,元富一街/仁義街79巷(東側),25.08006,121.49955,15,1,14,1,2026-04-28 14:19:17,1,0
500203075,YouBike2.0_國隆大仁街口,三重區,大仁街23號(對面),25.06468,121.492,17,11,5,1,2026-04-28 14:29:04,10,1
500203076,YouBike2.0_三和慈愛街口,三重區,三和路四段141號(前),25.07814,121.48417,11,1,10,1,2026-04-28 14:00:05,1,0
500203077,YouBike2.0_三重社會福利服務中心,三重區,福隆路59號(對面),25.07781,121.49128,11,3,8,1,2026-04-28 14:29:04,3,0
500203078,YouBike2.0_捷運三和國中站(2號出口),三重區,三和路四段109-1號(對面),25.07703,121.48635,17,4,13,1,2026-04-28 14:29:04,2,2
500203079,YouBike2.0_三和龍門路口,三重區,三和路三段61號(前),25.0718,121.4949,18,12,6,1,2026-04-28 14:15:03,11,1
500203080,YouBike2.0_元信二仁愛街口,三重區,仁愛街190號(對面),25.07709,121.49417,20,4,16,1,2026-04-28 14:10:04,4,0
500203081,YouBike2.0_力行路二段91巷口,三重區,力行路二段93號(前),25.07583,121.48255,13,3,10,1,2026-04-28 14:28:03,3,0
500203082,YouBike2.0_永福國小(永福街72巷),三重區,永福街72巷23號(對面),25.07657,121.47985,31,1,30,1,2026-04-28 14:24:20,1,0
500203083,YouBike2.0_格致中學,三重區,大智街260號(前),25.07403,121.48907,24,9,15,1,2026-04-28 14:15:03,8,1
500203084,YouBike2.0_三重派出所,三重區,重新路一段43號(旁),25.06395,121.5023,15,3,12,1,2026-04-28 14:22:03,2,1
500203085,YouBike2.0_重陽橋市民活動中心,三重區,環河北路三段/集賢路(西北側),25.08634,121.49602,15,3,12,1,2026-04-28 13:38:02,2,1
500203086,YouBike2.0_二重埔市民活動中心,三重區,水漾路二段131號(南側),25.06622,121.47492,30,8,22,1,2026-04-28 14:19:02,8,0
500203087,YouBike2.0_神農街/光復路二段129巷口,三重區,光復路二段87巷10-12號(旁),25.05899,121.47409,26,9,17,1,2026-04-28 12:39:03,7,2
500203088,YouBike2.0_光榮國中(秀江街),三重區,秀江街107號(對面),25.07221,121.49994,20,3,17,1,2026-04-28 14:16:03,2,1
500203089,YouBike2.0_神農興德路口(恆美社區),三重區,神農路/興德路(東南側),25.05333,121.47427,40,11,28,1,2026-04-28 14:20:04,9,2
500203090,YouBike2.0_正義國小地下停車場,三重區,大智街22號(對面),25.06492,121.49491,13,5,8,1,2026-04-28 14:26:03,5,0
500203091,YouBike2.0_群光公園,三重區,頂文路/神農街(西北側),25.05604,121.47404,15,7,8,1,2026-04-28 14:15:03,7,0
500203092,YouBike2.0_仁信段平面停車場,三重區,元信二街/元信二街202巷(東南側),25.07914,121.49629,12,4,8,1,2026-04-28 14:22:03,4,0
500203093,YouBike2.0_中正北路25巷(交響院社區),三重區,中正北路29號,25.06318,121.49185,40,10,29,1,2026-04-28 14:27:02,10,0
500203094,YouBike2.0_興穀國小,三重區,神農街/五谷王北街42巷(東北側),25.04937,121.47421,35,6,28,1,2026-04-28 14:22:03,6,0
500203095,YouBike2.0_三重區停八停車場,三重區,興德路55號南側,25.05365,121.47621,17,6,11,1,2026-04-28 14:27:02,6,0
500203096,YouBike2.0_國道車路頭街口,三重區,國道路一段39巷1號對面,25.07307,121.48424,20,2,17,1,2026-04-28 13:16:03,2,0
500203097,YouBike2.0_仁愛街422巷口,三重區,仁愛街423-1號對面,25.08153,121.49026,17,1,15,1,2026-04-28 14:06:03,1,0
500203098,YouBike2.0_德厚公園,三重區,重新路五段/重新路五段317巷(東南側),25.04883,121.47809,15,10,5,1,2026-04-28 12:23:02,10,0
500203099,YouBike2.0_永德市民活動中心,三重區,永德街37號(對側),25.07285,121.48842,20,10,10,1,2026-04-28 13:58:04,8,2
500203100,YouBike2.0_龍濱公園,三重區,秀江街28號(對面),25.07298,121.50218,14,2,12,1,2026-04-28 14:29:04,1,1
500203101,YouBike2.0_簡仔舍街(河家歡社區),三重區,簡仔舍街,25.05138,121.48652,40,2,38,1,2026-04-28 13:27:04,2,0
500203102,YouBike2.0_碧華國中(三賢街),三重區,三賢街101號(對面),25.08861,121.48832,30,4,26,1,2026-04-28 14:19:02,3,1
500203103,YouBike2.0_溪尾街(國道橋下),三重區,溪尾街12號旁(國道橋下),25.07486,121.49151,15,4,8,1,2026-04-28 14:00:05,3,1
500203104,YouBike2.0_重新路五段(心天匯社區),三重區,重新路五段613號(對面),25.04468,121.46815,40,12,28,1,2026-04-28 14:22:03,9,3
500203105,YouBike2.0_興德路134號(前),三重區,興德路134號(前),25.05287,121.47102,20,10,10,1,2026-04-28 14:27:02,10,0
500203106,YouBike2.0_自強臨時平面停車場,三重區,自強路五段89號(對面),25.08229,121.49515,21,1,20,1,2026-04-28 14:09:20,1,0
500203107,YouBike2.0_仁義街26巷,三重區,元富二街2-20號(對面),25.07740,121.49811,17,2,15,1,2026-04-28 14:29:04,2,0
500203108,YouBike2.0_中正北重陽路口,三重區,中正北路42號(對面),25.06417,121.48736,12,5,7,1,2026-04-28 14:00:05,5,0
500203109,YouBike2.0_光復路一段15巷口,三重區,光復路一段19號(前),25.04751,121.47213,29,13,15,1,2026-04-28 14:17:03,13,0
500203111,YouBike2.0_光復路一段99巷口,三重區,光復路一段101號(前),25.05109,121.47209,18,9,8,1,2026-04-28 14:11:03,5,4
500203112,YouBike2.0_光復興德路口(東南側),三重區,光復路一段121號(前),25.05251,121.47210,18,10,8,1,2026-04-28 13:47:02,9,1
500203113,YouBike2.0_光復路二段42巷口,三重區,光復路二段30號(前),25.05452,121.47203,18,10,6,1,2026-04-28 14:26:03,8,2
500203114,YouBike2.0_光復中興北街175巷口(西北側),三重區,光復路二段74號(前),25.05676,121.47205,41,30,10,1,2026-04-28 14:15:03,28,2
500203115,YouBike2.0_集美街58巷口(東北側),三重區,集美街18號(前),25.05500,121.48833,16,7,9,1,2026-04-28 14:28:03,7,0
500203116,YouBike2.0_三和路四段73號旁,三重區,三和路四段73號(旁),25.07513,121.48977,15,6,9,1,2026-04-28 13:56:04,6,0
500203117,YouBike2.0_三信集英路口,三重區,集英路1-15號(旁),25.08563,121.48748,13,1,11,1,2026-04-28 13:47:02,0,1
500203118,YouBike2.0_慈化公園,三重區,溪尾街327號(旁),25.08461,121.48864,16,5,10,1,2026-04-28 14:03:03,3,2
500203119,YouBike2.0_三張地下停車場,三重區,三張街87號(對面),25.07054,121.48981,22,5,17,1,2026-04-28 14:16:03,5,0
500203120,YouBike2.0_仁愛仁和街口,三重區,仁愛街/仁和街口,25.07354,121.49569,15,2,12,1,2026-04-28 13:49:04,2,0
500203121,YouBike2.0_修德國小(重陽路三段),三重區,重陽路三段/重陽路三段5巷(南側),25.06620,121.48895,22,2,20,1,2026-04-28 14:23:02,2,0
500203122,YouBike2.0_三重重陽公園,三重區,朝陽街57巷,25.05753,121.48367,15,7,8,1,2026-04-28 14:27:02,6,1
500203123,YouBike2.0_三和國中(自強路三段110巷),三重區,自強路三段110巷15-2號(對側),25.07480,121.48694,22,2,18,1,2026-04-28 14:13:02,1,1
500203124,YouBike2.0_頂崁街210巷28弄口,三重區,頂崁街210巷26號(旁),25.06803,121.47586,15,8,7,1,2026-04-28 14:13:02,8,0
500203125,YouBike2.0_河邊北街100巷口,三重區,河邊北街/河邊北街100巷(高架橋下),25.07043,121.50404,20,5,15,1,2026-04-28 14:10:05,5,0
500203128,YouBike2.0_谷王公園,三重區,五谷王北街157號後方(公園南側及東側),25.05283,121.47718,18,12,6,1,2026-04-28 13:44:02,12,0
500203129,YouBike2.0_仁義街37巷元富一街口,三重區,仁義街37巷/元富一街口(公園內),25.07785,121.50030,40,1,39,1,2026-04-28 13:10:05,1,0
500203130,YouBike2.0_仁信段平面停車場(元信一街),三重區,元信一街161號(對側),25.07791,121.49692,30,2,28,1,2026-04-28 14:26:19,2,0
500203131,YouBike2.0_三重忠孝公園,三重區,忠孝路三段127巷5號(對側),25.06325,121.47932,28,6,22,1,2026-04-28 14:00:05,5,1
500203132,YouBike2.0_三重環河陸橋,三重區,環河北路二段/元信三街口,25.08149,121.49943,16,2,12,1,2026-04-28 13:26:04,2,0
500203133,YouBike2.0_仁愛仁政街145巷口,三重區,仁愛街300號(前),25.07949,121.49219,18,2,16,1,2026-04-28 14:28:03,1,1
500203134,YouBike2.0_仁愛街458巷口,三重區,仁愛街437號,25.08211,121.49015,23,4,18,1,2026-04-28 13:53:02,3,1
500203135,YouBike2.0_重新橋第1市民活動中心,三重區,重新路四段244巷口,25.05355,121.48563,15,1,14,1,2026-04-28 14:29:19,0,1
500203136,YouBike2.0_集賢三信路口(南側),三重區,集賢路/三信路口(南側),25.08861,121.49187,17,0,17,1,2026-04-28 14:06:16,0,0
500203137,YouBike2.0_水漾成功一街口,三重區,水漾路一段69號,25.05004,121.48557,32,2,30,1,2026-04-28 13:57:02,0,2
500203138,YouBike2.0_新北大道二段139巷,三重區,光華路69號南側,25.05981,121.46662,11,4,7,1,2026-04-28 14:02:02,3,1
500203139,YouBike2.0_長榮龍濱路口,三重區,長榮路88號(前),25.06908,121.50238,19,3,15,1,2026-04-28 14:11:03,3,0
500205001,YouBike2.0_恩主公醫院,三峽區,復興路399號東北側,24.93891,121.36355,54,24,30,1,2026-04-28 14:28:03,23,1
500205002,YouBike2.0_安溪國小,三峽區,中華路42號,24.93122,121.37265,28,8,20,1,2026-04-28 14:27:02,8,0
500205003,YouBike2.0_介壽國小,三峽區,大同路1號(北側),24.93026,121.37912,26,16,10,1,2026-04-28 14:19:02,16,0
500205004,YouBike2.0_安溪國中,三峽區,大同路135號(西側),24.92638,121.37185,20,13,7,1,2026-04-28 14:28:03,12,1
500205005,YouBike2.0_三峽國光青年社會住宅,三峽區,三樹路5號西北側,24.93743,121.37686,30,14,15,1,2026-04-28 14:28:03,13,1
500205006,YouBike2.0_三峽區公所(三峽老街),三峽區,民權街36號南側,24.9339,121.36929,33,9,23,1,2026-04-28 14:28:03,8,1
500205007,YouBike2.0_中園國小,三峽區,弘園街22號,24.927562225588048,121.3667403505291,20,3,17,1,2026-04-28 14:14:04,3,0
500205008,YouBike2.0_復興民生街口,三峽區,復興路45號(前),24.936959752151225,121.37339809342713,32,8,24,1,2026-04-28 14:18:02,4,4
500205009,YouBike2.0_三峽國中,三峽區,復興路238號(前人行道),24.9389,121.369,33,19,1,1,2026-04-28 14:28:03,17,2
500205010,YouBike2.0_海洋公園,三峽區,大義路277號,24.94776,121.37676,25,5,20,1,2026-04-28 14:27:02,5,0
500205011,YouBike2.0_龍埔國小,三峽區,大學路47號對側,24.94104,121.37676,35,7,28,1,2026-04-28 14:12:03,4,3
500205012,YouBike2.0_國立臺北大學(三峽校區),三峽區,大學路160號(對側),24.94594,121.3729,63,44,19,1,2026-04-28 14:26:03,40,4
500205013,YouBike2.0_三鶯國民運動中心,三峽區,文化路210巷15號(對面),24.93697,121.36858,17,7,10,1,2026-04-28 14:16:03,6,1
500205014,YouBike2.0_臺北大學(音律資訊大樓),三峽區,圖資大道/法政路口(東南側),24.94278,121.36992,78,45,33,1,2026-04-28 14:29:04,43,2
500205015,YouBike2.0_臺北大學體育館,三峽區,大學路151號(台北大學體育館前),24.93974,121.36688,22,7,14,1,2026-04-28 14:29:04,7,0
500205016,YouBike2.0_中華愛國路口,三峽區,愛國路71號(旁),24.9327,121.37462,10,4,6,1,2026-04-28 14:29:04,4,0
500205017,YouBike2.0_中山科學研究院,三峽區,中正路3段1號(前),24.90328,121.35512,14,6,8,1,2026-04-28 09:23:03,5,1
500205018,YouBike2.0_學成大義路口(學成路一),三峽區,大義路195號(東南側公車站旁),24.94477,121.37803,13,8,5,1,2026-04-28 14:26:03,7,1
