city,record_id,inspection_date,inspection_item,food_category,product_name,vendor_name,district,address,lng,lat,result,violation_detail,sampled_place
臺北市,175,2025-12-09,網購年菜,脫水或乾燥蔬菜,猴頭菇,代理商：爾邦德股份有限公司,信義區,高雄市梓官區大舍東路300巷26號,,,不符合規定,品質不符規定:檢出殘留農藥生長調節劑-克美素(Chlormequat) 0.12ppm(標準值：不得檢出),代理商：爾邦德股份有限公司/高雄市梓官區大舍東路300巷26號
臺北市,177,2025-12-08,網購年菜,脫水或乾燥蔬菜,巴西蘑菇,金海相商行,信義區,屏東縣南州鄉溪洲村新興路2巷7號,,,不符合規定,品質不符規定:檢出殘留農藥殺菌劑撲滅寧(Procymidone) 0.10ppm(標準值：0.05ppm),金海相商行/屏東縣南州鄉溪洲村新興路2巷7號
臺北市,182,2025-12-04,年節食品,蕈菜類,乾巴西蘑菇,同岳軒小吃店(同岳軒),北投區,臺北市北投區中央北路4段532號1樓,,,不符合規定,重金屬鎘4mg/kg（標準：2mg/kg以下）,同岳軒小吃店(同岳軒)/臺北市北投區中央北路4段532號1樓
臺北市,183,2025-12-04,年節食品,肉品及其加工品,香辣牛肉干,鑫龍肉脯行,文山區,臺北市文山區木新路3段310巷4號木新市場第26號攤,,,不符合規定,防腐劑己二烯酸2.18g/kg（標準：2.0g/kg以下）,鑫龍肉脯行/臺北市文山區木新路3段310巷4號木新市場第26號攤
臺北市,186,2025-12-04,網購年菜,脫水或乾燥蔬菜,鹿茸菇,邱O景,士林區,臺北市士林區中正路655巷3弄O號O樓,,,不符合規定,品質不符規定:檢出殘留農藥殺菌劑-撲滅寧（Procymidone）：0.08ppm（標準：0.05ppm以下）,邱O景/臺北市士林區中正路655巷3弄O號O樓
臺北市,187,2025-12-04,網購年菜,其他脫水或乾燥蔬果製品,巴西蘑菇,五全食品行,信義區,新北市板橋區居仁里光環路2段58號17樓,,,不符合規定,品質不符規定:檢出重金屬鎘：8 mg/kg（標準：2mg/kg以下）及殘留農藥殺菌劑-貝芬替（Carbendazim）：0.8 ppm（0.5 ppm以下）,五全食品行/新北市板橋區居仁里光環路2段58號17樓
臺北市,188,2025-12-04,網購年菜,其他脫水或乾燥蔬果製品,茶樹菇,德順辰記香菇行,信義區,高雄市三民區鳳北里004鄰三德西街37號,,,不符合規定,品質不符規定:檢出殘留農藥殺菌劑-芬普尼（Fipronil）：0.434 ppm、芬普尼代謝物（Fipronil-sulfone）：0.063（標準合併計算：0.002ppm以下）、殺蟲劑-賽洛寧（λ-Cyhalothrin）：0.12 ppm（標準：0.03 ppm以下）,德順辰記香菇行/高雄市三民區鳳北里004鄰三德西街37號
臺北市,192,2025-12-04,網購年菜,脫水或乾燥蔬菜,茶樹菇,台瑞格有限公司,信義區,基隆市中正區新豐里新豐街338號,,,不符合規定,品質不符規定:檢出殘留農藥殺蟲劑可尼丁（Clothianidin）：4.12ppm （標準：0.05ppm以下）,台瑞格有限公司/基隆市中正區新豐里新豐街338號
臺北市,194,2025-12-04,網購年菜,軟糖,金元寶軟糖,蓬萊寶島食品有限公司,信義區,臺中市后里區四月路13之2號,,,不符合規定,標示不符:檢出食用黃色四號及黃色五號惟外包裝成分未標示,蓬萊寶島食品有限公司/臺中市后里區四月路13之2號
臺北市,224,2025-12-03,年節食品,堅果加工品類,香瓜子（有效日期：2026.05.15）,勝隆南北雜貨行(勝隆行),大同區,臺北市大同區迪化街1段258號1樓,,,不符合規定,檢出甜味劑蔗糖素，惟外包裝成分未標示,勝隆南北雜貨行(勝隆行)/臺北市大同區迪化街1段258號1樓
臺北市,225,2025-12-03,年節食品,竹笙,竹笙（有效日期：20270324）,臺北嘉佩樂酒店,松山區,臺北市松山區敦化北路139號1樓,,,不符合規定,重金屬鎘4mg/kg（標準：2mg/kg以下）,臺北嘉佩樂酒店/臺北市松山區敦化北路139號1樓
臺北市,226,2025-12-03,網購年菜,冷凍冷藏水餃,高麗菜韭黃豬肉餃子,買多多國際股份有限公司,信義區,新北市新店區新坡一街81號17樓,,,不符合規定,標示不符:產品包裝未標示製造廠商或國內負責廠商地址,買多多國際股份有限公司/新北市新店區新坡一街81號17樓
臺北市,227,2025-12-02,年節食品,蝦類,開陽（蝦仁）,晶晶餐飲事業股份有限公司(晶櫻會館),松山區,臺北市松山區敦化北路207號地下一層,,,不符合規定,1.漂白劑二氧化硫0.17g/kg（標準：0.10g/kg以下） 2.產品外包裝成分未有中文標示,晶晶餐飲事業股份有限公司(晶櫻會館)/臺北市松山區敦化北路207號地下一層
臺北市,228,2025-12-02,年節食品,堅果加工品類,開心果(有效日期：20260406),大福慧素食食品商行,萬華區,臺北市萬華區西藏路293號1樓,,,不符合規定,檢出甜味劑「醋磺內酯鉀」，惟產品外包裝成分未標示,大福慧素食食品商行/臺北市萬華區西藏路293號1樓
臺北市,283,2025-12-01,網購年菜,其他冷凍調理食品,詩仙紹酒雞,小人國企業股份有限公司,信義區,桃園市龍潭區高園路891號,,,不符合規定,品質不符規定:檢出腸桿菌科：15 CFU/g（標準：10 CFU/mL以下）,小人國企業股份有限公司/桃園市龍潭區高園路891號
臺北市,286,2025-12-01,年節食品,水產及其加工品,烏魚子(有效日期：20260430),遠東都會股份有限公司復興店(citysuper復興店),大安區,臺北市大安區忠孝東路3段300號B3,,,不符合規定,檢出甜味劑「醋磺內酯鉀」，惟產品外包裝成分未標示,遠東都會股份有限公司復興店(citysuper復興店)/臺北市大安區忠孝東路3段300號B3
臺北市,287,2025-12-01,年節食品,蕈菜類,乾猴頭菇(有效日期：20270917),添從食品行,大同區,臺北市大同區歸綏街224號,,,不符合規定,生長調節劑Chlormequat克美素0.09ppm（標準：不得檢出）,添從食品行/臺北市大同區歸綏街224號
臺北市,288,2025-12-01,年節食品,水產及其加工品,開洋(蝦米)(有效日期：20290828),雅苑粵菜海鮮樓股份有限公司(雅苑粵菜港式茶飲),大安區,臺北市大安區光復南路202號2樓,,,不符合規定,漂白劑二氧化硫0.20g/kg（標準：0.10 g/kg以下）,雅苑粵菜海鮮樓股份有限公司(雅苑粵菜港式茶飲)/臺北市大安區光復南路202號2樓
臺北市,292,2025-11-27,年節食品,根莖菜類,青蔥,吉米蔬果商行,信義區,臺北市信義區中坡南路261號,,,不符合規定,殺菌劑Difenoconazole待克利2.1ppm（標準：1.0ppm以下） 殺菌劑Dimethomorph達滅芬3.5ppm（標準：2.5ppm以下） 殺蟲劑Profenophos佈飛松4.3ppm（標準：1.0ppm以下） 殺菌劑Pyraclostrobin百克敏5.8ppm（標準：2.0ppm以下） 殺菌劑Thifluzamide賽氟滅0.01ppm（標準：不得檢出）,吉米蔬果商行/臺北市信義區中坡南路261號
臺北市,293,2025-11-27,年節食品,木耳,白木耳,唯一指定,萬華區,臺北市萬華區環河南路2段245號環南市場雜貨區6號,,,不符合規定,生長調節劑Chlormequat克美素0.23ppm（標準：不得檢出） 殺蟲劑Acetamiprid亞滅培0.10ppm（標準：0.05ppm以下） 殺蟎劑Propargite毆蟎多0.05ppm（標準：不得檢出）,唯一指定/臺北市萬華區環河南路2段245號環南市場雜貨區6號
臺北市,339,2025-11-26,年節食品,根莖菜類,農產白蘿蔔,台北市農會蔬果舖子,大安區,臺北市大安區復興南路1段340巷旁空地,,,不符合規定,殺蟲劑Fipronil芬普尼0.001ppm及芬普尼代謝物（Fipronil-sulfone）0.002ppm（標準：0.001ppm以下）,台北市農會蔬果舖子/臺北市大安區復興南路1段340巷旁空地
臺北市,340,2025-11-26,年節食品,香辛植物類,紅花椒(大紅袍),正宗香傳千里,信義區,臺北市信義區吳興街168之1號前,,,不符合規定,殺蟲劑Acetamiprid亞滅培0.84ppm（標準：0.05ppm以下） 殺蟲劑Carbofuran加保扶0.30ppm（標準：不得檢出） 公告禁用農藥陶斯松（Chlorpyrifos）0.05ppm以下 殺蟲劑Clothianidin可尼丁0 .0 7 p p m （ 標準： 0 .0 3 p p m 以下） 殺菌劑Difenoconazole待克利0.08ppm（標準：0.05ppm以下） 殺蟲劑Imidacloprid益達胺0.07ppm（標準：0.05ppm以下） 殺菌劑Myclobutan,正宗香傳千里/臺北市信義區吳興街168之1號前
臺北市,341,2025-11-26,年節食品,水產及其加工品,開洋(蝦米干)(有效日期：20290828),上海鄉村股份有限公司天母別館(上海鄉村天母別館),士林區,臺北市士林區忠誠路2段55號5樓,,,不符合規定,漂白劑二氧化硫0.22g/kg（標準：0.10g/kg以下）,上海鄉村股份有限公司天母別館(上海鄉村天母別館)/臺北市士林區忠誠路2段55號5樓
臺北市,345,2025-11-25,年節食品,水產及其加工品,陳家烏魚子(厚切)）（製造日期：114/11/24）(成品),陳家烏魚子,松山區,臺北市松山區饒河街156號,,,不符合規定,1.甜味劑環己基（代）磺醯胺酸鹽0.13g/kg（標準：不得使用）、糖精0.03g/kg（標準：不得使用） 2.成分未完整標示,陳家烏魚子/臺北市松山區饒河街156號
臺北市,346,2025-11-25,年節食品,包葉菜類,刈菜,謝O壹蔬菜攤,中山區,臺北市中山區民族東路410巷2弄12號前,,,不符合規定,殺蟲劑Acetamiprid亞滅培2.8ppm（標準：2.0ppm以下） 殺菌劑Dimethomorph達滅芬3.1ppm（標準：2.5ppm以下） 殺菌劑Propamocarb hydrochloride普拔克10.9ppm（標準：5.0ppm以下）,謝O壹蔬菜攤/臺北市中山區民族東路410巷2弄12號前
臺北市,347,2025-11-25,年節食品,包葉菜類,長年菜,無市招菜攤,松山區,臺北市松山區南京東路5段291巷36號前,,,不符合規定,殺蟲劑Tebufenozide得芬諾0.25ppm（ 標準：0.01ppm以下）,無市招菜攤/臺北市松山區南京東路5段291巷36號前
臺北市,348,2025-11-25,年節食品,木耳,乾白木耳（有效日期：20280717）,裕泰商行,南港區,臺北市南港區福德街323號1樓,,,不符合規定,生長調節劑Chlormequat克美素0.16ppm（標準：不得檢出） 殺蟎劑Bifenazate必芬蟎0.09ppm（標準：不得檢出） 殺蟎劑Propargite毆蟎多0.13ppm（標準：不得檢出）,裕泰商行/臺北市南港區福德街323號1樓
臺北市,349,2025-11-25,年節食品,木耳,白木耳（有效日期：20280910）,無市招攤販,松山區,臺北市松山區南京東路5段291巷42號前,,,不符合規定,生長調節劑Chlormequat克美素0.20ppm（標準：不得檢出） 殺蟲劑Methomyl納乃得0.59ppm（標準：不得檢出）,無市招攤販/臺北市松山區南京東路5段291巷42號前
臺北市,390,2025-11-24,肉加工品攙偽假冒鑑別,豬肉,芋香貢丸,石二鍋臺北安居店,大安區,臺北市大安區安居街50號,,,不符合規定,產品標示為豬肉，檢出雞成份陽性，不符合規定,石二鍋臺北安居店/臺北市大安區安居街50號
臺北市,391,2025-11-24,年節食品,木耳,白木耳(有效日期：20260815),花旗坊有限公司,大同區,臺北市大同區迪化街1段70號,,,不符合規定,生長調節劑Chlormequat克美素0.19ppm（標準：不得檢出） 殺蟎劑Propargite毆蟎多0.20ppm（標準：不得檢出） 殺蟲劑Imidacloprid益達胺0.30ppm（標準：0.05ppm以下） 公告禁用農藥Chlorpyrifos陶斯松0.15ppm,花旗坊有限公司/臺北市大同區迪化街1段70號
臺北市,398,2025-11-20,肉加工品攙偽假冒鑑別,牛肉,特製牛肉片,大埔美食餐坊(市招:大翔鐵板燒),中山區,臺北市中山區長安東路2段178之3號,,,不符合規定,產品標示為牛肉，檢出豬成份陽性，不符合規定,大埔美食餐坊(市招:大翔鐵板燒)/臺北市中山區長安東路2段178之3號
臺北市,420,2025-11-12,生鮮水產品,甲殼類,三點蟹,鼎鼎大飯店股份有限公司(市招：遠東咖啡自助餐廳),大安區,臺北市大安區敦化南路2段201號6樓,,,不符合規定,鎘：1.1mg/kg(標準：0.5mg/kg) 組織胺：3mg/kg(未有限量標準),鼎鼎大飯店股份有限公司(市招：遠東咖啡自助餐廳)/臺北市大安區敦化南路2段201號6樓
臺北市,421,2025-11-06,生鮮水產品,養殖魚類,黃魚,無市招魚攤,士林區,臺北市士林區基河路101號地101攤,,,不符合規定,"還原型結晶紫(leucocrystal violet, LCV)：1.7ppb（標準：不得檢出）",無市招魚攤/臺北市士林區基河路101號地101攤
臺北市,448,2025-11-05,蔬果,小葉菜類,菠菜,南京公寓市場無市招攤販,松山區,臺北市松山區南京東路5段291巷口,,,不符合規定,殺蟲劑芬普尼代謝物（Fipronil-sulfone）0.002ppm（標準：0.001ppm以下）,南京公寓市場無市招攤販/臺北市松山區南京東路5段291巷口
臺北市,456,2025-11-05,蔬果,小葉菜類,青蔥,三軍總醫院營養部,內湖區,臺北市內湖區成功路2段325號B1,,,不符合規定,殺蟲劑Methoxyfenozide滅芬諾0.35ppm（標準：0.01ppm以下）;殺菌劑Thifluzamide賽氟滅0.06ppm（標準：不得檢出）,三軍總醫院營養部/臺北市內湖區成功路2段325號B1
臺北市,458,2025-11-05,生鮮水產品,甲殼類,冷凍旭蟹,饗賓餐旅事業股份有限公司(市招:旭集天母店),士林區,臺北市士林區忠誠路2段55號5樓,,,不符合規定,鎘：0.8mg/kg(標準：0.5mg/kg) 甲基汞：0.05mg/kg(標準：0.5mg/kg),饗賓餐旅事業股份有限公司(市招:旭集天母店)/臺北市士林區忠誠路2段55號5樓
臺北市,476,2025-11-04,生鮮水產品,養殖魚類,黃魚,徐活魚海鮮(成德市場111號攤位),南港區,臺北市南港區同德路100號,,,不符合規定,"還原型結晶紫(leucocrystal violet, LCV)：1.2ppb（標準：不得檢出）",徐活魚海鮮(成德市場111號攤位)/臺北市南港區同德路100號
臺北市,477,2025-11-04,生鮮水產品,甲殼類,旭蟹,七海餐飲事業股份有限公司,內湖區,臺北市內湖區成功路4段166號2樓,,,不符合規定,鎘：1.5mg/kg(標準：0.5mg/kg) 甲基汞：0.04mg/kg(標準：0.5mg/kg) 組織胺：5mg/kg(未有限量標準),七海餐飲事業股份有限公司/臺北市內湖區成功路4段166號2樓
臺北市,487,2025-11-04,蔬果,果菜類,彩色甜椒,臺北市第二果菜批發市場19-09攤,中山區,臺北市中山區民族東路336號1樓,,,不符合規定,殺蟲劑Dinotefuran達特南0.7ppm（標準：0.5ppm以下;殺菌劑Propamocarb hydrochloride普拔克2.1ppm（標準：2.0ppm以下）,臺北市第二果菜批發市場19-09攤/臺北市中山區民族東路336號1樓
臺北市,500,2025-11-04,蔬果,小葉菜類,格蘭芽(細),同學の店,信義區,臺北市信義區仁愛路4段496巷19號,,,不符合規定,殺蟲劑Cyhalothrin賽洛寧1.3ppm （標準：1.0ppm以下）,同學の店/臺北市信義區仁愛路4段496巷19號
臺北市,501,2025-11-04,蔬果,小葉菜類,格蘭芽(粗),同學の店,信義區,臺北市信義區仁愛路4段496巷19號,,,不符合規定,殺菌劑Mepronil滅普寧0.07ppm（標準：0.01ppm以下）,同學の店/臺北市信義區仁愛路4段496巷19號
臺北市,524,2025-10-31,醃製及脫水蔬果(含蜜餞),蜜餞食品,野生金桔(2026.2.21),家福股份有限公司臺北天母分公司(家樂福),士林區,臺北市士林區德行西路47號,,,不符合規定,外包裝成分有標示甜味劑「紐甜」，惟未檢出,家福股份有限公司臺北天母分公司(家樂福)/臺北市士林區德行西路47號
臺北市,525,2025-10-31,醃製及脫水蔬果(含蜜餞),蜜餞食品,紫蘇梅(2026.7.21),家樂福超市_北投光明店(統康生活事業股份有限公司北投分公司),北投區,臺北市北投區光明路220號1F及溫泉路65巷16號B1,,,不符合規定,外包裝成分有標示甜味劑「阿斯巴甜」，惟未檢出,家樂福超市_北投光明店(統康生活事業股份有限公司北投分公司)/臺北市北投區光明路220號1F及溫泉路65巷16號B1
臺北市,537,2025-10-31,醃製及脫水蔬果(含蜜餞),醃漬蔬菜類,小朴菜,東杰商行,士林區,臺北市士林區社中街33巷4號,,,不符合規定,苯甲酸1.06g/kg (標準:0.6g/kg以下),東杰商行/臺北市士林區社中街33巷4號
臺北市,577,2025-10-29,醃製及脫水蔬果(含蜜餞),醃漬蔬菜類,酸菜,木新市場-廖辰宇(92號攤),文山區,臺北市文山區木新路3段310巷4號(92號攤),,,不符合規定,二氧化硫0.734g/kg (標準:0.03g/kg以下),木新市場-廖辰宇(92號攤)/臺北市文山區木新路3段310巷4號(92號攤)
臺北市,578,2025-10-29,醃製及脫水蔬果(含蜜餞),醃漬蔬菜類,酸菜(2026.6.30),環南市場蔬菜區-清心酸菜豬、鴨血專賣(58號攤),萬華區,臺北市萬華區環河南路2段245號,,,不符合規定,二氧化硫0.257g/kg (標準:0.03g/kg以下),環南市場蔬菜區-清心酸菜豬、鴨血專賣(58號攤)/臺北市萬華區環河南路2段245號
臺北市,579,2025-10-28,醃製及脫水蔬果(含蜜餞),脫水食品,化核李(2026.5.2),全聯實業股份有限公司大同延平北分公司,大同區,臺北市大同區大有里延平北路2段202號地下1樓,,,不符合規定,外包裝成分有標示甜味劑「醋磺內酯鉀」、「甜菊醣苷」，惟未檢出,全聯實業股份有限公司大同延平北分公司/臺北市大同區大有里延平北路2段202號地下1樓
臺北市,605,2025-10-27,醃製及脫水蔬果(含蜜餞),蜜餞食品,日式梅肉(2026.9.17),全聯福利中心臺北東門店,大安區,臺北市大安區金山南路2段12號地下1樓,,,不符合規定,外包裝成分有標示甜味劑「阿斯巴甜」，惟未檢出,全聯福利中心臺北東門店/臺北市大安區金山南路2段12號地下1樓
臺北市,618,2025-10-27,醃製及脫水蔬果(含蜜餞),醃漬蔬菜類,蕾心菜,好想摸魚 莊敬店(粉好饌副標粉餃舍),信義區,臺北市信義區莊敬路334號1樓,,,不符合規定,二氧化硫0.064g/kg (標準:0.03g/kg以下),好想摸魚 莊敬店(粉好饌副標粉餃舍)/臺北市信義區莊敬路334號1樓
臺北市,619,2025-10-27,醃製及脫水蔬果(含蜜餞),醃漬蔬菜類,酸白菜,好想摸魚 莊敬店(粉好饌副標粉餃舍),信義區,臺北市信義區莊敬路334號1樓,,,不符合規定,二氧化硫0.103g/kg (標準:0.03g/kg以下),好想摸魚 莊敬店(粉好饌副標粉餃舍)/臺北市信義區莊敬路334號1樓
臺北市,620,2025-10-27,醃製及脫水蔬果(含蜜餞),醃漬蔬菜類,泡菜,Miso微笑韓國料理(慶州商行),大安區,臺北市大安區金山南路2段6號1樓,,,不符合規定,糖精0.02g/kg (標準:不得檢出),Miso微笑韓國料理(慶州商行)/臺北市大安區金山南路2段6號1樓
臺北市,647,2025-10-21,夜市即食食品,冰品,花豆花生綿綿冰(不含配料),阿忠冰店,士林區,士林區基河路101號地下1樓,,,不符合規定,腸桿菌科:40 CFU/mL(標準:<10 CFU/mL),阿忠冰店/士林區基河路101號地下1樓
臺北市,661,2025-10-17,市售食品反式脂肪酸含量,抹醬,日久沙拉醬,芊妤漢堡店,中正區,臺北市中正區汀州路2段85-5號,,,不符合規定,營養標示反式脂肪含量為「0.2公克/每100公克」，惟檢出每100公克反式脂肪酸含量0.64公克，依據「包裝食品營養標示應遵行事項」，反式脂肪含量標示值誤差允許範圍為「小於或等於標示值之120%」（經換算為0.24公克/每100公克），案內產品應依實際數值標示。,芊妤漢堡店/臺北市中正區汀州路2段85-5號
臺北市,674,2025-10-15,市售食品反式脂肪酸含量,抹醬,〔瑞米亞〕美乃滋,COFFEE LOVERs PLANET_SOGO臺北敦化館,大安區,臺北市大安區敦化南路一段246號B1樓,,,不符合規定,營養標示反式脂肪含量為「每份：0公克/每100公克：0公克」，惟檢出每100公克反式脂肪酸含量0.31公克，依據「包裝食品營養標示應遵行事項」，每100公克固體（半固體）反式脂肪酸含量不超過0.3公克得標示為0，案內產品應依實際數值標示。,COFFEE LOVERs PLANET_SOGO臺北敦化館/臺北市大安區敦化南路一段246號B1樓
臺北市,676,2025-10-14,市售食品反式脂肪酸含量,抹醬,凱撒沙拉醬,嘉穗創意食品股份有限公司北投分公司(市招:Reeds Coffee & Bakery),北投區,臺北市北投區磺港路4號,,,不符合規定,營養標示反式脂肪含量為「每份：0公克/每100公克：0公克」，惟檢出每100公克反式脂肪酸含量0.42公克，依據「包裝食品營養標示應遵行事項」，每100公克固體（半固體）反式脂肪酸含量不超過0.3公克得標示為0，案內產品應依實際數值標示。,嘉穗創意食品股份有限公司北投分公司(市招:Reeds Coffee & Bakery)/臺北市北投區磺港路4號
臺北市,681,2025-10-13,市售食品反式脂肪酸含量,抹醬,Hellmanns凱薩沙拉醬,全聯實業股份有限公司內湖金龍分公司,內湖區,臺北市內湖區金龍路215號1樓,,,不符合規定,營養標示反式脂肪含量為「每份：0公克/每100公克：0公克」，惟檢出每100公克反式脂肪酸含量0.41公克，依據「包裝食品營養標示應遵行事項」，每100公克固體（半固體）反式脂肪酸含量不超過0.3公克得標示為0，案內產品應依實際數值標示。,全聯實業股份有限公司內湖金龍分公司/臺北市內湖區金龍路215號1樓
臺北市,686,2025-10-09,蔬果,小葉菜類,青江菜,錢都日式涮涮鍋市民大道店,大安區,臺北市大安區市民大道4段196號,,,不符合規定,殺蟲劑Fipronil芬普尼0.067ppm、芬普尼代謝物（Fipronil-sulfone）0.037ppm（標準：0.001ppm以下） 殺蟲劑Pyriproxyfen百利普芬0.30ppm（標準：0.01ppm以下）,錢都日式涮涮鍋市民大道店/臺北市大安區市民大道4段196號
臺北市,687,2025-10-09,蔬果,根莖菜類,白蘿蔔,錢都日式涮涮鍋市民大道店,大安區,臺北市大安區市民大道4段196號,,,不符合規定,殺蟲劑Thiamethoxam賽速安0.65ppm（標準：0.25ppm以下）,錢都日式涮涮鍋市民大道店/臺北市大安區市民大道4段196號
臺北市,696,2025-10-07,火鍋料,鮮果蔬菜類及其加工品,香菜,鼎楓餐飲有限公司(鼎楓寶島火鍋),信義區,臺北市信義區松壽路12號5樓,,,不符合規定,1.撲滅松(Fenitrothion)：0.16ppm(標準：0.01ppm以下) 2.亞賜圃(Isoprothiolane)：0.11ppm(標準：0.01ppm以下) 3.理有龍(Linuron)：0.03ppm(標準：不得檢出) 4.賓克隆(Pencycuron)：0.27ppm(標準：0.01ppm以下),鼎楓餐飲有限公司(鼎楓寶島火鍋)/臺北市信義區松壽路12號5樓
臺北市,697,2025-10-07,火鍋料,鮮果蔬菜類及其加工品,青江菜,昕殿有限公司(辛殿麻辣鍋),信義區,臺北市信義區松壽路28號1樓,,,不符合規定,芬普尼(Fipronil)：0.001ppm、芬普尼代謝物(Fipronil-sulfone)：0.002ppm，共計檢出0.003ppm(標準：0.001ppm以下),昕殿有限公司(辛殿麻辣鍋)/臺北市信義區松壽路28號1樓
臺北市,708,2025-10-03,火鍋料,豆腐,豆腐,富樂台式有限公司(富樂台式涮涮鍋),士林區,臺北市士林區承德路4段71號,,,不符合規定,苯甲酸：0.24 g/kg(標準：不得檢出),富樂台式有限公司(富樂台式涮涮鍋)/臺北市士林區承德路4段71號
臺北市,709,2025-10-03,火鍋料,花生,花生,井上小吃店,士林區,臺北市士林區天母西路41巷12號1樓,,,不符合規定,1.黃麴毒素B1：4.1μg/kg（標準：2μg/kg以下） 2.總黃麴毒素B1+B2+G1+G2：4.7μg/kg（標準：4μg/kg以下）,井上小吃店/臺北市士林區天母西路41巷12號1樓
臺北市,732,2025-10-02,火鍋料,鮮果蔬菜類及其加工品,青江菜,展鴻小吃店(鍋爸鴛鴦鍋西門店),萬華區,臺北市萬華區成都路67號地下之1,,,不符合規定,脫芬瑞(Tolfenpyrad)：1.1ppm(標準：0.5ppm以下),展鴻小吃店(鍋爸鴛鴦鍋西門店)/臺北市萬華區成都路67號地下之1
臺北市,733,2025-10-02,火鍋料,花生粉,花生粉,雅香西門有限公司(雅香自助火鍋城),萬華區,臺北市萬華區成都路159號1樓,,,不符合規定,1.黃麴毒素B1：4.2μg/kg（標準：2μg/kg以下） 2.總黃麴毒素B1+B2+G1+G2：4.9μg/kg（標準：4μg/kg以下）,雅香西門有限公司(雅香自助火鍋城)/臺北市萬華區成都路159號1樓
臺北市,736,2025-10-02,蔬果,包葉菜類,花椰菜,林O華,中山區,臺北市中山區錦州街222號松江市場B-3攤,,,不符合規定,殺蟲劑Emamectin benzoate因滅汀0.10ppm（標準：0.05ppm以下）,林O華/臺北市中山區錦州街222號松江市場B-3攤
臺北市,737,2025-10-02,蔬果,小葉菜類,蚵白菜,東和蔬果行,內湖區,臺北市內湖區五分街16號1樓,,,不符合規定,殺蟲劑Fipronil芬普尼0.021ppm、芬普尼代謝物（Fipronil-sulfone）0.020ppm（標準：0.001ppm以下） 殺菌劑Propiconazole普克利0.10ppm（標準：0.01ppm以下）,東和蔬果行/臺北市內湖區五分街16號1樓
臺北市,738,2025-10-02,蔬果,小葉菜類,西芹,林O華,中山區,臺北市中山區錦州街222號松江市場B-3攤,,,不符合規定,殺菌劑Difenoconazole待克利0.14ppm（標準：0.01ppm以下）,林O華/臺北市中山區錦州街222號松江市場B-3攤
臺北市,739,2025-10-02,蔬果,小葉菜類,地瓜葉,松江市場34號攤,中山區,臺北市中山區錦州街222號,,,不符合規定,殺蟲劑Indoxacarb因得克0.04ppm（標準：0.01ppm以下）,松江市場34號攤/臺北市中山區錦州街222號
臺北市,873,2025-09-24,觀光景點餐飲場所,飲料,麥茶,全盛軒股份有限公司迪化店(赤羽拉麵),大同區,臺北市大同區迪化街1段96號1樓後棟,,,不符合規定,腸桿菌科：3.4×10^4CFU/mL(標準：10CFU/mL),全盛軒股份有限公司迪化店(赤羽拉麵)/臺北市大同區迪化街1段96號1樓後棟
臺北市,874,2025-09-24,觀光景點餐飲場所,冰塊,食用冰塊,第五頻道小吃店(花嘴廚房),萬華區,臺北市萬華區昆明街214之1號,,,不符合規定,腸桿菌科：1.9×10^3CFU/mL(標準：10CFU/mL),第五頻道小吃店(花嘴廚房)/臺北市萬華區昆明街214之1號
臺北市,917,2025-09-17,觀光景點餐飲場所,飲料,日式無糖綠茶,東京牛角股份有限公司大葉高島屋店(しゃぶしゃぶ溫野菜),士林區,臺北市士林區忠誠路2段55號12樓,,,不符合規定,腸桿菌科：2.1×10^4 CFU/mL（標準：10 CFU/mL以下）,東京牛角股份有限公司大葉高島屋店(しゃぶしゃぶ溫野菜)/臺北市士林區忠誠路2段55號12樓
臺北市,918,2025-09-17,觀光景點餐飲場所,飲料,泰式奶茶,泰皇小館(泰皇99泰國雲南料理),萬華區,臺北市萬華區成都路54之2號,,,不符合規定,腸桿菌科：65CFU/mL(標準：10CFU/mL),泰皇小館(泰皇99泰國雲南料理)/臺北市萬華區成都路54之2號
臺北市,995,2025-09-04,蔬果,香辛植物及其他草木本植物,香菜(芫荽),翡宴餐廳有限公司天母分公司(翡宴印度餐廳),士林區,臺北市士林區天母東路50巷22之1號,,,不符合規定,殺菌劑Procymidone撲滅寧0.03ppm（標準：0.01ppm以下）,翡宴餐廳有限公司天母分公司(翡宴印度餐廳)/臺北市士林區天母東路50巷22之1號
臺北市,996,2025-09-04,蔬果,小葉菜類,九層塔(羅勒),天寶小吃店(全國健康素食),士林區,臺北市士林區天母西路32號1樓,,,不符合規定,殺草劑Ametryn草殺淨0.02ppm（標準：不得檢出） 殺蟲劑Fipronil芬普尼0.004ppm（標準：0.001ppm以下）,天寶小吃店(全國健康素食)/臺北市士林區天母西路32號1樓
臺北市,997,2025-09-04,蔬果,包葉菜類,花椰菜,無市招菜攤,信義區,臺北市信義區虎林街122號,,,不符合規定,殺蟲劑Dinotefuran達特南14.6ppm（標準：2.0ppm以下） 殺蟲劑Flonicamid氟尼胺1.79ppm（標準：0.01ppm以下）,無市招菜攤/臺北市信義區虎林街122號
