稽查日期,檢驗點,大腸桿菌群,總菌落數,自由有效餘氯（數值）,氫離子濃度指數（數值）
112年3月,昌吉街118號,<1,<1,0.47,7.3
112年3月,迪化街1段268號,<1,<1,0.45,7.3
112年3月,中山北路1段110-7號,<1,<1,0.45,7.6
112年3月,至善路2段322巷口,<1,<1,0.42,7.5
112年3月,天母東路69巷30號,<1,<1,0.53,7.2
112年3月,後港街38巷臨5之1號,<1,<1,0.47,7.3
112年3月,華齡街2巷口,<1,<1,0.44,7.2
112年3月,中山北路5段460巷1號,<1,<1,0.45,7
112年3月,行義路1號,<1,<1,0.52,6.9
112年4月,康樂街236-5號附近（公車站旁）,<1,<1,0.51,7.2
112年4月,康寧路3段99巷17弄26號旁,<1,<1,0.48,7.3
112年4月,敦化北路199巷9號旁,<1,<1,0.47,7.3
112年4月,民權東路5段41-1號,<1,<1,0.51,7.3
112年4月,臺北市松山區南京東路4段52巷16弄口,<1,<1,0.51,7.2
112年4月,中坡南路51號,<1,<1,0.47,7.3
112年4月,師大路107號,<1,<1,0.55,7.5
112年4月,長興街131號,<1,<1,0.55,7.3
112年4月,建國南路1段354號,<1,<1,0.57,7.5
112年4月,思源街1號,<1,<1,0.56,7.5
112年4月,興隆路2段234號,<1,<1,0.51,7.4
112年4月,景福街19號1樓,<1,<1,0.45,7.5
112年4月,木柵路1段280號,<1,<1,0.53,7.3
112年4月,直潭路127號(直潭淨水場),<1,<1,0.56,7.2
112年4月,莊敬路393號,<1,<1,0.57,7.4
112年4月,菁山路101巷79號,<1,<1,0.56,7.8
112年4月,至善路3段110號,<1,<1,0.57,7.3
112年4月,鹿角坑加壓站 竹子湖路75-1號對面,<1,<1,0.55,8
112年4月,泉源路260號,<1,<1,0.5,7.9
112年4月,臺北市內湖區大湖街166巷大湖公園入口旁,<1,<1,0.31,7.3
112年4月,永吉路120巷92號,<1,<1,0.32,7.2
112年4月,興東街1號對面,<1,<1,0.39,7.1
112年4月,研究院路二段1號,<1,<1,0.51,7.3
112年4月,西園路1段127號,<1,<1,0.45,7.3
112年4月,長泰街8號,<1,<1,0.53,7.4
112年4月,柳州街62號,<1,<1,0.46,7.3
112年4月,西藏路171號,<1,<1,0.49,7.4
112年4月,萬大路423巷115號,<1,<1,0.48,7.2
112年4月,莒光路176號,<1,<1,0.44,7.3
112年4月,大龍街126號,<1,<1,0.46,7.3
112年4月,哈密街59巷﹝龍塘綠地﹞,<1,<1,0.58,7.3
112年4月,迪化街1段268號,<1,<1,0.42,7.4
112年4月,延平北路2段61巷16號,<1,<1,0.4,7.3
112年4月,昌吉街118號,<1,<1,0.46,7.4
112年4月,臺北市中山區中山北路1段106-1號,<1,<1,0.39,7.4
112年4月,天母東路69巷30號,<1,<1,0.47,7.5
112年4月,華齡街2巷口,<1,<1,0.34,7.4
112年4月,後港街38巷臨5之1號,<1,<1,0.37,7.4
112年4月,至善路2段322巷口,<1,<1,0.36,7.5
112年4月,中山北路5段460巷1號,<1,<1,0.38,7.2
112年4月,行義路1號,<1,<1,0.38,7.1
112年4月,民族東路臨41號,<1,<1,0.41,7.3
112年4月,延壽街373號,<1,<1,0.49,7.1
112年4月,臺北市松山區八德路2段364巷5弄29號對面,<1,<1,0.42,7.2
112年4月,桂林路167巷14號（三清宮）,<1,<1,0.42,7.3
112年4月,大安區四維路52巷1號對面,<1,<1,0.45,7
112年4月,和平東路三段308巷15弄涼亭旁,<1,<1,0.54,7.2
112年4月,思源街1號,<1,<1,0.49,7.2
112年4月,羅斯福路六段268號,<1,<1,0.46,7.3
112年4月,木新路3段55號,<1,<1,0.67,7.3
112年4月,至善路二段449號,<1,<1,0.31,7.1
112年4月,格致路198號,<1,<1,0.53,6.9
112年4月,中山北路1段110-7號,<1,<1,0.43,7.3
112年4月,承德路七段388號對面﹝北投加壓站﹞,<1,<1,0.46,7.3
112年5月,師大路107號,<1,<1,0.53,7.4
112年5月,建國南路1段354號,<1,<1,0.59,7.4
112年5月,興隆路2段234號,<1,<1,0.56,7.3
112年5月,景福街19號1樓,<1,<1,0.48,7.4
112年5月,木柵路1段280號,<1,<1,0.56,7.3
112年5月,莊敬路393號,<1,<1,0.59,7.4
112年5月,康寧路3段99巷17弄26號旁,<1,<1,0.49,7.4
112年5月,康樂街206號附近,<1,<1,0.5,7.3
112年5月,臺北市松山區南京東路4段52巷16弄口,<1,<1,0.54,7.3
112年5月,民權東路5段41-1號,<1,<1,0.55,7.3
112年5月,敦化北路199巷9號旁,<1,<1,0.43,7.4
112年5月,中坡南路51號,<1,<1,0.52,7.3
112年5月,萬大路423巷115號,<1,<1,0.54,7.3
112年5月,西藏路171號,<1,<1,0.55,7.4
112年5月,西園路1段127號,<1,<1,0.54,7.4
112年5月,柳州街62號,<1,<1,0.54,7.4
112年5月,長泰街8號,<1,<1,0.55,7.4
112年5月,莒光路176號,<1,<1,0.53,7.4
112年5月,延平北路2段61巷16號,<1,<1,0.45,7.3
112年5月,大龍街126號,<1,<1,0.47,7.2
112年5月,昌吉街118號,<1,<1,0.45,7.3
112年5月,哈密街59巷﹝龍塘綠地﹞,<1,<1,0.46,7.2
112年5月,迪化街1段268號,<1,<1,0.46,7.2
112年5月,臺北市中山區中山北路1段106-1號,<1,<1,0.44,7.4
112年5月,華齡街2巷口,<1,<1,0.45,7.2
112年5月,天母東路69巷30號,<1,<1,0.44,7.2
112年5月,後港街38巷臨5之1號,<1,<1,0.45,7.1
112年5月,至善路2段322巷口,<1,<1,0.37,7.3
112年5月,中山北路5段460巷1號,<1,<1,0.46,6.9
112年5月,行義路1號,<1,<1,0.5,7
112年5月,長興街131號,<1,<1,0.51,7.3
112年5月,思源街1號,<1,<1,0.54,7.4
112年5月,直潭路127號(直潭淨水場),<1,<1,0.53,7.2
112年5月,至善路3段110號,<1,<1,0.53,7.4
112年5月,泉源路260號,<1,<1,0.53,8
112年5月,鹿角坑加壓站 竹子湖路75-1號對面,<1,<1,0.56,8.1
112年5月,菁山路101巷79號,<1,<1,0.57,7.8
112年5月,大湖街116巷內,<1,<1,0.47,7.5
112年5月,永吉路120巷92號,<1,<1,0.54,7.5
112年5月,興東街1號對面,<1,<1,0.34,7.3
112年5月,研究院路二段1號,<1,<1,0.38,7.4
112年5月,民族東路臨41號,<1,<1,0.41,7.6
112年5月,臺北市松山區八德路2段364巷5弄29號對面,<1,<1,0.43,7.5
112年5月,延壽街373號,<1,<1,0.51,7.6
112年5月,桂林路167巷14號（三清宮）,<1,<1,0.46,7.6
112年5月,和平東路三段308巷15弄涼亭旁,<1,<1,0.46,7.6
112年5月,大安區四維路52巷1號對面,<1,<1,0.49,7.6
112年5月,思源街1號,<1,<1,0.53,7.5
112年5月,木新路3段55號,<1,<1,0.47,7.5
112年5月,羅斯福路六段268號,<1,<1,0.49,7.6
112年5月,至善路二段449號,<1,<1,0.45,7.4
112年5月,格致路198號,<1,<1,0.38,7
112年5月,中山北路1段110-7號,<1,<1,0.4,7.5
112年5月,承德路七段388號對面﹝北投加壓站﹞,<1,<1,0.34,7.4
112年6月,長興街131號,<1,<1,0.51,7.2
112年6月,思源街1號,<1,<1,0.56,7.4
112年6月,新北市新店區直潭路127號,<1,<1,0.5,7
112年6月,至善路3段110號,<1,<1,0.55,7
112年6月,菁山路101巷79號,<1,<1,0.48,7.7
112年6月,泉源路260號,<1,<1,0.56,7.7
112年6月,鹿角坑加壓站 竹子湖路75-1號對面,<1,<1,0.51,7.9
112年6月,和平東路三段308巷15弄涼亭旁,<1,<1,0.45,7.5
112年6月,大安區四維路52巷1號對面,<1,<1,0.54,7.4
112年6月,思源街1號,<1,<1,0.5,7.4
112年6月,大湖街116巷內,<1,<1,0.52,7.4
112年6月,木新路3段55號,<1,<1,0.47,7.3
112年6月,羅斯福路六段268號,<1,<1,0.5,7.5
112年6月,永吉路120巷92號,<1,<1,0.49,7.4
112年6月,研究院路二段1號,<1,<1,0.39,7.4
112年6月,興東街1號對面,<1,<1,0.39,7.4
112年6月,至善路二段449號,<1,<1,0.42,7.4
112年6月,格致路198號,<1,<1,0.54,6.9
112年6月,中山北路1段110-7號,<1,<1,0.49,7.4
112年6月,民族東路臨41號,<1,<1,0.43,7.8
112年6月,承德路七段388號對面﹝北投加壓站﹞,<1,<1,0.45,7.3
112年6月,延壽街373號,<1,<1,0.42,7.3
112年6月,臺北市松山區八德路2段364巷5弄29號對面,<1,<1,0.43,7.4
112年6月,桂林路167巷14號（三清宮）,<1,<1,0.48,7.4
112年6月,內溝里康樂街206-4號旁附近,<1,<1,0.54,7.2
112年6月,康寧路3段99巷17弄26號旁,<1,<1,0.56,7.2
112年6月,臺北市松山區南京東路4段52巷16弄口,<1,<1,0.53,7.2
112年6月,民權東路5段41-1號,<1,<1,0.57,7.2
112年6月,敦化北路199巷9號旁,<1,<1,0.44,7.2
112年6月,中坡南路51號,<1,<1,0.58,7.3
112年6月,西藏路171號,<1,<1,0.55,7.3
112年6月,柳州街62號,<1,<1,0.52,7.3
112年6月,長泰街8號,<1,<1,0.3,7.2
112年6月,西園路1段127號,<1,<1,0.52,7.3
112年6月,莒光路176號,<1,<1,0.6,7.2
112年6月,萬大路423巷115號,<1,<1,0.53,7.3
112年6月,師大路107號,<1,<1,0.55,7.3
112年6月,建國南路1段354號,<1,<1,0.53,7.3
112年6月,景福街19號1樓,<1,<1,0.54,7.2
112年6月,木柵路1段280號,<1,<1,0.61,7.2
112年6月,興隆路2段234號,<1,<1,0.56,7.3
112年6月,莊敬路393號,<1,<1,0.56,7.3
112年6月,昌吉街118號,<1,<1,0.59,7.2
112年6月,延平北路2段61巷16號,<1,<1,0.47,7.2
112年6月,迪化街1段268號,<1,<1,0.48,7.2
112年6月,大龍街126號,<1,<1,0.5,7.3
112年6月,哈密街49巷口,<1,<1,0.56,7.3
112年6月,中山北路1段110-7號,<1,<1,0.41,7.4
112年6月,華齡街2巷口,<1,<1,0.47,7.3
112年6月,後港街38巷臨5之1號,<1,<1,0.48,7.1
112年6月,天母東路69巷30號,<1,<1,0.49,7.2
112年6月,至善路2段322巷口,<1,<1,0.46,7.4
112年6月,中山北路5段460巷1號,<1,<1,0.49,7.2
112年6月,行義路1號,<1,<1,0.52,7
112年7月,臺北市內湖區大湖街166巷大湖公園入口旁,<1,<1,0.36,7.1
112年7月,永吉路120巷92號,<1,<1,0.46,7.2
112年7月,興東街1號對面,<1,<1,0.34,7.2
112年7月,研究院路二段1號,<1,<1,0.32,7.1
112年7月,民族東路臨41號,<1,<1,0.41,7.4
112年7月,臺北市松山區八德路2段364巷5弄29號對面,<1,<1,0.41,7.3
112年7月,延壽街373號,<1,<1,0.41,7.1
112年7月,桂林路167巷14號（三清宮）,<1,<1,0.45,7.4
112年7月,大安區四維路52巷1號對面,<1,<1,0.44,7.3
112年7月,和平東路三段308巷15弄涼亭旁,<1,<1,0.5,7.2
112年7月,思源街1號,<1,<1,0.55,7
112年7月,康寧路3段99巷17弄26號旁,<1,<1,0.52,7.2
112年7月,康樂街206號附近,<1,<1,0.42,7.2
112年7月,羅斯福路六段268號,<1,<1,0.5,7.3
112年7月,木新路3段55號,<1,<1,0.49,7.1
112年7月,民權東路5段41-1號,<1,<1,0.54,7.2
112年7月,臺北市松山區南京東路4段52巷16弄口,<1,<1,0.57,7.2
112年7月,敦化北路199巷9號旁,<1,<1,0.43,7.2
112年7月,中坡南路51號,<1,<1,0.51,7.2
112年7月,至善路二段449號,<1,<1,0.44,7.3
112年7月,格致路198號,<1,<1,0.52,7.5
112年7月,建國南路1段354號,<1,<1,0.54,7.5
112年7月,師大路107號,<1,<1,0.55,7.5
112年7月,中山北路1段110-7號,<1,<1,0.48,7.3
112年7月,景福街19號1樓,<1,<1,0.47,7.4
112年7月,木柵路1段280號,<1,<1,0.54,7.4
112年7月,興隆路2段234號,<1,<1,0.55,7.4
112年7月,承德路七段388號對面﹝北投加壓站﹞,<1,<1,0.45,7.6
112年7月,莊敬路393號,<1,<1,0.54,7.5
112年7月,長泰街8號,<1,<1,0.53,7.3
112年7月,西園路1段127號,<1,<1,0.5,7.3
112年7月,西藏路171號,<1,<1,0.54,7.3
112年7月,柳州街62號,<1,<1,0.51,7.4
112年7月,莒光路176號,<1,<1,0.51,7.3
112年7月,萬大路423巷115號,<1,<1,0.57,7.3
112年7月,長興街131號,<1,<1,0.49,7.5
112年7月,思源街1號,<1,<1,0.52,7.2
112年7月,直潭路127號(直潭淨水場),<1,<1,0.5,7.1
112年7月,至善路3段110號,<1,<1,0.54,7.4
112年7月,菁山路101巷79號,2,7,0.55,7.8
112年7月,哈密街59巷﹝龍塘綠地﹞,<1,<1,0.49,7.2
112年7月,昌吉街118號,<1,<1,0.58,7.2
112年7月,迪化街1段268號,<1,<1,0.46,7.1
112年7月,大龍街126號,<1,<1,0.55,7.2
112年7月,延平北路2段61巷16號,<1,<1,0.44,7.2
112年7月,臺北市中山區中山北路1段106-1號,<1,<1,0.42,7.4
112年7月,鹿角坑加壓站 竹子湖路75-1號對面,<1,<1,0.6,8.1
112年7月,泉源路260號,<1,<1,0.51,7.9
112年7月,至善路2段322巷口,<1,<1,0.36,7.4
112年7月,天母東路69巷30號,<1,<1,0.46,7.3
112年7月,華齡街2巷口,<1,<1,0.44,7.3
112年7月,後港街38巷臨5之1號,<1,<1,0.49,7.2
112年7月,中山北路5段460巷1號,<1,<1,0.41,7.1
112年7月,行義路1號,<1,<1,0.48,7.1
112年8月,康樂街206號附近,<1,<1,0.47,7.1
112年8月,康寧路3段99巷17弄26號旁,<1,<1,0.5,7.2
112年8月,臺北市松山區南京東路4段52巷16弄口,<1,<1,0.47,7.1
112年8月,敦化北路199巷9號旁,<1,<1,0.43,7.2
112年8月,民權東路5段41-1號,<1,<1,0.58,7.2
112年8月,中坡南路51號,<1,<1,0.54,7.3
112年8月,建國南路1段354號,<1,<1,0.53,7.3
112年8月,師大路107號,<1,<1,0.51,7.3
112年8月,興隆路2段234號,<1,<1,0.53,7.3
112年8月,木柵路1段280號,<1,<1,0.55,7.2
112年8月,景福街19號1樓,<1,<1,0.51,7.3
112年8月,莊敬路393號,<1,<1,0.56,7.3
112年8月,長興街131號,<1,<1,0.52,7.5
112年8月,思源街1號,<1,<1,0.57,7.5
112年8月,直潭路127號(直潭淨水場),<1,<1,0.53,7.2
112年8月,菁山路101巷79號,<1,<1,0.56,7.7
112年8月,至善路3段110號,<1,<1,0.55,7.3
112年8月,泉源路260號,<1,<1,0.6,7.8
112年8月,鹿角坑加壓站 竹子湖路75-1號對面,<1,<1,0.57,7.9
112年8月,西園路1段127號,<1,<1,0.57,7.5
112年8月,西藏路171號,<1,<1,0.59,7.4
112年8月,長泰街8號,<1,<1,0.59,7.5
112年8月,莒光路176號,<1,<1,0.58,7.5
112年8月,柳州街62號,<1,<1,0.56,7.4
112年8月,萬大路423巷115號,<1,<1,0.58,7.3
112年8月,昌吉街118號,<1,<1,0.53,7.2
112年8月,迪化街1段268號,<1,<1,0.47,7.2
112年8月,大龍街126號,<1,<1,0.51,7.2
112年8月,延平北路2段61巷16號,<1,<1,0.52,7.2
112年8月,哈密街59巷﹝龍塘綠地﹞,<1,<1,0.53,7.2
112年8月,臺北市中山區中山北路1段106-1號,<1,<1,0.46,7.4
112年8月,天母東路69巷30號,<1,<1,0.48,7.2
112年8月,後港街38巷臨5之1號,<1,<1,0.54,7.2
112年8月,至善路2段322巷口,<1,<1,0.39,7.2
112年8月,華齡街2巷口,<1,<1,0.4,7.3
112年8月,中山北路5段460巷1號,<1,<1,0.4,7.2
112年8月,行義路1號,<1,<1,0.51,7
112年8月,民族東路臨41號,<1,<1,0.56,7.3
112年8月,臺北市內湖區大湖街166巷大湖公園入口旁,<1,<1,0.29,7.1
112年8月,延壽街373號,<1,<1,0.53,7
112年8月,臺北市松山區八德路2段364巷5弄29號對面,<1,<1,0.47,7.3
112年8月,永吉路120巷92號,<1,<1,0.52,7.1
112年8月,研究院路二段1號,<1,<1,0.47,7.1
112年8月,興東街1號對面,<1,<1,0.48,7.1
112年8月,桂林路167巷14號（三清宮）,<1,<1,0.51,7.4
112年8月,和平東路三段308巷15弄涼亭旁,<1,<1,0.51,7
112年8月,大安區四維路52巷1號對面,<1,<1,0.46,7
112年8月,思源街1號,<1,<1,0.54,7
112年8月,羅斯福路六段268號,<1,<1,0.52,7.1
112年8月,木新路3段55號,<1,<1,0.45,7
112年8月,至善路二段449號,<1,<1,0.47,7.6
112年8月,格致路198號,<1,<1,0.47,7.3
112年8月,中山北路1段110-7號,<1,<1,0.47,7.4
112年8月,承德路七段388號對面﹝北投加壓站﹞,<1,<1,0.46,7.1
112年9月,大湖街116巷內,<1,<1,0.48,7
112年9月,永吉路120巷92號,<1,<1,0.43,7
112年9月,研究院路二段1號,<1,<1,0.44,7.1
112年9月,興東街1號對面,<1,<1,0.36,7.1
112年9月,康寧路3段99巷17弄26號旁,<1,<1,0.51,7.1
112年9月,康樂街206號附近,<1,<1,0.44,7.1
112年9月,臺北市松山區南京東路4段52巷16弄口,<1,<1,0.53,6.9
112年9月,敦化北路199巷9號旁,<1,<1,0.45,7.1
112年9月,民權東路5段41-1號,<1,<1,0.56,7
112年9月,中坡南路51號,<1,<1,0.53,7.2
112年9月,民族東路臨41號,<1,<1,0.57,6.9
112年9月,臺北市松山區八德路2段364巷5弄29號對面,<1,<1,0.5,7.1
112年9月,延壽街373號,<1,<1,0.55,6.9
112年9月,桂林路167巷14號（三清宮）,<1,<1,0.51,7
112年9月,長興街131號,<1,<1,0.52,7.2
112年9月,思源街1號,<1,<1,0.58,7.4
112年9月,直潭路127號(直潭淨水場),<1,<1,0.54,7
112年9月,至善路3段110號,<1,<1,0.53,7.2
112年9月,菁山路101巷79號,<1,<1,0.4,7.4
112年9月,泉源路260號,<1,<1,0.52,7.9
112年9月,鹿角坑加壓站 竹子湖路75-1號對面,<1,<1,0.57,8
112年9月,師大路107號,<1,<1,0.61,7.1
112年9月,大安區四維路52巷1號對面,<1,<1,0.49,7.4
112年9月,建國南路1段354號,<1,<1,0.61,7.1
112年9月,和平東路三段308巷15弄涼亭旁,<1,<1,0.51,7.2
112年9月,思源街1號,<1,<1,0.58,7
112年9月,羅斯福路六段268號,<1,<1,0.47,7.4
112年9月,木新路3段55號,<1,<1,0.53,7.1
112年9月,興隆路2段234號,<1,<1,0.53,7
112年9月,木柵路1段280號,<1,<1,0.55,7
112年9月,景福街19號1樓,<1,<1,0.54,7.1
112年9月,莊敬路393號,<1,<1,0.6,7.1
112年9月,格致路198號,<1,<1,0.51,6.8
112年9月,至善路二段449號,<1,<1,0.53,7.5
112年9月,中山北路1段110-7號,<1,<1,0.51,7.1
112年9月,承德路七段388號對面﹝北投加壓站﹞,<1,<1,0.46,7.1
112年9月,西藏路171號,<1,<1,0.58,7.2
112年9月,柳州街62號,<1,<1,0.54,7.4
112年9月,西園路1段127號,<1,<1,0.57,7.4
112年9月,長泰街8號,<1,<1,0.57,7.3
112年9月,萬大路423巷115號,<1,<1,0.58,7.2
112年9月,莒光路176號,<1,<1,0.58,7.4
112年9月,大龍街126號,<1,<1,0.36,7.3
112年9月,延平北路2段61巷16號,<1,<1,0.45,7.2
112年9月,迪化街1段268號,<1,<1,0.49,7.2
112年9月,昌吉街118號,<1,<1,0.56,7.4
112年9月,哈密街49巷口,<1,<1,0.59,7.2
112年9月,臺北市中山區中山北路1段106-1號,<1,<1,0.45,7.3
112年9月,華齡街2巷口,<1,<1,0.25,7.9
112年9月,至善路2段322巷口,<1,<1,0.31,7.4
112年9月,天母東路69巷30號,<1,<1,0.49,7.2
112年9月,後港街38巷臨5之1號,<1,<1,0.49,7
112年9月,中山北路5段460巷1號,<1,<1,0.48,7
112年9月,行義路1號,<1,<1,0.52,7
112年10月,大湖街116巷內,<1,<1,0.32,7.3
112年10月,永吉路120巷92號,<1,<1,0.59,7.2
112年10月,研究院路二段1號,<1,<1,0.32,7.1
112年10月,興東街1號對面,<1,<1,0.36,7.1
112年10月,民族東路臨41號,<1,<1,0.5,7.2
112年10月,延壽街373號,<1,<1,0.47,7.1
112年10月,臺北市松山區八德路2段364巷5弄29號對面,<1,<1,0.49,7.1
112年10月,桂林路167巷14號（三清宮）,<1,<1,0.46,7.4
112年10月,和平東路三段308巷15弄涼亭旁,<1,<1,0.42,7.2
112年10月,大安區四維路52巷1號對面,<1,<1,0.48,7.5
112年10月,思源街1號,<1,<1,0.56,7.2
112年10月,木新路3段55號,<1,<1,0.55,7.5
112年10月,羅斯福路六段268號,<1,<1,0.45,7.1
112年10月,至善路二段449號,<1,<1,0.55,7.3
112年10月,格致路198號,<1,<1,0.59,7.5
112年10月,中山北路1段110-7號,<1,<1,0.53,7.3
112年10月,承德路七段388號對面﹝北投加壓站﹞,<1,<1,0.54,7.2
112年10月,長興街131號,<1,<1,0.52,7.4
112年10月,思源街1號,<1,<1,0.51,7.6
112年10月,直潭路127號(直潭淨水場),<1,<1,0.58,7.3
112年10月,菁山路101巷79號,<1,<1,0.36,7.8
112年10月,至善路3段110號,<1,<1,0.55,7.4
112年10月,泉源路260號,<1,<1,0.51,7.9
112年10月,鹿角坑加壓站 竹子湖路75-1號對面,<1,<1,0.46,7.9
112年10月,康樂街206號附近,<1,<1,0.51,7.1
112年10月,康寧路3段99巷17弄26號旁,<1,<1,0.51,7.2
112年10月,敦化北路199巷9號旁,<1,<1,0.44,7.1
112年10月,臺北市松山區南京東路4段52巷16弄口,<1,<1,0.52,7.1
112年10月,民權東路5段41-1號,<1,<1,0.56,7.2
112年10月,中坡南路51號,<1,<1,0.51,7.3
112年10月,建國南路1段354號,<1,<1,0.54,7.2
112年10月,師大路107號,<1,<1,0.53,7.2
112年10月,木柵路1段280號,<1,<13,0.54,7.2
112年10月,景福街19號1樓,<1,<1,0.51,7.2
112年10月,興隆路2段234號,<1,<1,0.54,7.1
112年10月,莊敬路393號,<1,<1,0.55,7.2
112年10月,長泰街8號,<1,<1,0.58,7.2
112年10月,西藏路171號,<1,<1,0.6,7.2
112年10月,西園路1段127號,<1,<1,0.56,7.2
112年10月,莒光路176號,<1,<1,0.59,7.2
112年10月,柳州街62號,<1,<1,0.53,7.2
112年10月,萬大路423巷115號,<1,<1,0.58,7.2
112年10月,大龍街126號,<1,<1,0.49,7.3
112年10月,哈密街59巷﹝龍塘綠地﹞,<1,<1,0.49,7.2
112年10月,延平北路2段61巷16號,<1,<1,0.44,7.2
112年10月,昌吉街118號,<1,<1,0.51,7.2
112年10月,迪化街1段268號,<1,<1,0.42,7.2
112年10月,臺北市中山區中山北路1段106-1號,<1,<1,0.44,7.3
112年10月,至善路2段322巷口,<1,<1,0.46,7.5
112年10月,後港街38巷臨5之1號,<1,<1,0.51,7.3
112年10月,華齡街2巷口,<1,<1,0.24,8.2
112年10月,天母東路69巷30號,<1,<1,0.51,7.3
112年10月,中山北路5段460巷1號,<1,<1,0.48,7
112年10月,行義路1號,<1,<1,0.48,7.1
112年11月,長興街131號,<1,<1,0.56,7.4
112年11月,思源街1號,<1,<1,0.59,7.6
112年11月,直潭路127號(直潭淨水場),<1,<1,0.53,7.3
112年11月,臺北市內湖區大湖街166巷大湖公園入口旁,<1,<1,0.47,7.4
112年11月,永吉路120巷92號,<1,<1,0.55,7.6
112年11月,研究院路二段1號,<1,<1,0.38,7.3
112年11月,興東街1號對面,<1,<1,0.35,7.5
112年11月,菁山路101巷79號,<1,<1,0.4,7.6
112年11月,至善路3段110號,<1,<1,0.55,7.5
112年11月,鹿角坑加壓站 竹子湖路75-1號對面,<1,<1,0.65,8
112年11月,泉源路260號,<1,<1,0.6,8
112年11月,民族東路臨41號,<1,<1,0.5,7.3
112年11月,延壽街373號,<1,<1,0.45,7.3
112年11月,臺北市松山區八德路2段364巷5弄29號對面,<1,<1,0.5,7.6
112年11月,桂林路167巷14號（三清宮）,<1,<1,0.52,7.5
112年11月,和平東路三段308巷15弄涼亭旁,<1,<1,0.51,7.4
112年11月,大安區四維路52巷1號對面,<1,<1,0.52,7.4
112年11月,思源街1號,<1,<1,0.49,7.3
112年11月,羅斯福路六段268號,<1,<1,0.55,7.6
112年11月,木新路3段55號,<1,<1,0.44,7.4
112年11月,格致路198號,<1,<1,0.48,7.6
112年11月,至善路二段449號,<1,<1,0.49,7.7
112年11月,中山北路1段110-7號,<1,<1,0.61,7.7
112年11月,承德路七段388號對面﹝北投加壓站﹞,<1,<1,0.41,7.5
112年11月,康樂街206號附近,<1,<1,0.62,7.2
112年11月,康寧路3段99巷17弄26號旁,<1,<1,0.56,7.3
112年11月,臺北市松山區南京東路4段52巷16弄口,<1,<1,0.53,7.3
112年11月,敦化北路199巷9號旁,<1,<1,0.52,7.3
112年11月,民權東路5段41-1號,<1,<1,0.64,7.3
112年11月,中坡南路51號,<1,<1,0.56,7.4
112年11月,建國南路1段354號,<1,<1,0.58,7.3
112年11月,師大路107號,<1,<1,0.56,7.3
112年11月,木柵路1段280號,<1,<1,0.54,7.2
112年11月,興隆路2段234號,<1,<1,0.54,7.1
112年11月,景福街19號1樓,<1,<1,0.54,7.3
112年11月,莊敬路393號,<1,<1,0.58,7.2
112年11月,臺北市中正區思源街1號,<1,<1,0.56,7.5
112年11月,西園路1段127號,<1,<1,0.54,7.6
112年11月,萬大路423巷115號,<1,<1,0.58,7.5
112年11月,西藏路171號,<1,<1,0.57,7.4
112年11月,西藏路171號,<1,<1,0.57,7.5
112年11月,柳州街62號,<1,<1,0.53,7.5
112年11月,昌吉街118號,<1,<1,0.5,7.2
112年11月,大龍街126號,<1,<1,0.5,7.3
112年11月,哈密街59巷﹝龍塘綠地﹞,<1,<1,0.5,7.2
112年11月,迪化街1段268號,<1,<1,0.5,7.2
112年11月,延平北路2段61巷16號,<1,<1,0.49,7.2
112年11月,臺北市中山區中山北路1段106-1號,<1,<1,0.47,7.2
112年11月,後港街38巷臨5之1號,<1,<1,0.5,7.2
112年11月,天母東路69巷30號,<1,<1,0.51,7.2
112年11月,至善路2段322巷口,<1,<1,0.52,7.2
112年11月,華齡街2巷口,<1,<1,0.4,7.2
112年11月,中山北路5段460巷1號,<1,<1,0.56,6.9
112年11月,行義路1號,<1,<1,0.53,7
112年12月,長興街131號,<1,<1,0.55,7.7
112年12月,思源街1號,<1,<1,0.56,7.6
112年12月,臺北市內湖區大湖街166巷大湖公園入口旁,<1,<1,0.52,7.5
112年12月,直潭路127號(直潭淨水場),<1,<1,0.59,7.2
112年12月,永吉路120巷92號,<1,<1,0.52,7.7
112年12月,研究院路二段1號,<1,<1,0.48,7.6
112年12月,興東街1號對面,<1,<1,0.52,7.5
112年12月,至善路3段110號,<1,<1,0.51,6.9
112年12月,菁山路101巷79號,<1,<1,0.51,7.7
112年12月,民族東路臨41號,<1,<1,0.57,7.5
112年12月,泉源路260號,<1,<1,0.53,7.8
112年12月,延壽街373號,<1,<1,0.49,7.4
112年12月,臺北市松山區八德路2段364巷5弄29號對面,<1,<1,0.54,7.6
112年12月,桂林路167巷14號（三清宮）,<1,<1,0.51,7.7
112年12月,鹿角坑加壓站 竹子湖路75-1號對面,<1,2,0.55,7.8
112年12月,和平東路三段308巷15弄涼亭旁,<1,<1,0.48,7.7
112年12月,大安區四維路52巷1號對面,<1,<1,0.5,7.7
112年12月,思源街1號,<1,<1,0.56,7.4
112年12月,木新路3段55號,<1,<1,0.5,7.5
112年12月,羅斯福路六段268號,<1,<1,0.5,7.2
112年12月,格致路198號,<1,<1,0.58,7.4
112年12月,至善路二段449號,<1,<1,0.55,7.4
112年12月,中山北路1段110-7號,<1,<1,0.5,7.6
112年12月,承德路七段388號對面﹝北投加壓站﹞,<1,<1,0.47,7.6
112年12月,康樂街206號附近,<1,<1,0.6,7.2
112年12月,康寧路3段99巷17弄26號旁,<1,<1,0.46,7.2
